rndindex,playstate,timeCount,tilex,tiley,angle,health,ammo,score,x,y
149,0,6032,59,30,36,16,75,5000,3891055,1976435
151,0,6036,59,29,43,16,75,5000,3924006,1945708
154,0,6040,60,29,52,16,75,5000,3951743,1910205
157,0,6044,60,28,59,16,75,5000,3974947,1871586
161,0,6048,60,27,63,16,75,5000,3974947,1831442
164,0,6052,60,27,67,16,75,5000,3974947,1789969
169,0,6056,60,26,71,16,75,5000,3974947,1747422
173,0,6060,60,25,77,16,75,5000,3974947,1703522
178,0,6064,60,25,83,16,75,5000,3974947,1658804
182,0,6068,60,24,85,16,75,5000,3974947,1613921
185,0,6072,60,23,87,16,75,5000,3974947,1568928
190,0,6076,60,23,88,16,75,5000,3974947,1526954
193,0,6080,60,22,88,16,75,5000,3974947,1484980
195,0,6084,60,22,88,16,75,5000,3974947,1443006
199,0,6088,60,21,88,16,75,5000,3974947,1401032
201,0,6092,60,20,88,16,75,5000,3974947,1359058
205,0,6096,60,20,88,16,75,5000,3974947,1317084
208,0,6100,60,19,88,16,75,5000,3974947,1275110
210,0,6104,60,18,88,16,75,5000,3974947,1230738
215,0,6108,60,18,88,16,75,5000,3974947,1185711
217,0,6112,60,17,89,16,75,5000,3974947,1140663
221,0,6116,60,16,92,16,75,5000,3973375,1095636
223,0,6120,60,16,94,16,75,5000,3970233,1050691
226,0,6124,60,15,97,16,75,5000,3964743,1005973
229,0,6128,60,14,99,16,75,5000,3957695,961473
232,0,6132,60,14,104,16,75,5000,3946796,917757
234,0,6136,59,13,111,16,75,5000,3930650,875695
236,0,6140,59,12,117,16,75,5000,3910196,835551
239,0,6144,59,12,134,16,75,5000,3878899,803142
242,0,6148,58,11,144,16,75,5000,3842450,776660
244,0,6152,58,11,153,16,75,5000,3802306,756206
246,0,6156,57,11,165,16,75,5000,3758787,744546
248,0,6160,56,11,171,16,75,5000,3714287,737498
250,0,6164,56,11,172,16,75,5000,3670914,731403
252,0,6168,55,11,173,16,75,5000,3629228,726286
255,0,6172,54,11,173,16,75,5000,3587542,721169
3,0,6176,54,11,173,16,75,5000,3587542,721169
6,0,6180,54,11,171,16,74,5000,3587542,721169
10,0,6184,54,10,158,16,74,5000,3578642,717573
12,0,6188,54,10,150,16,74,5000,3565652,710074
15,0,6192,53,10,135,16,74,5000,3538076,682498
18,0,6196,53,10,124,16,74,5000,3521972,658623
20,0,6200,53,9,112,16,74,5000,3509835,628583
23,0,6204,53,9,107,16,74,5000,3505450,614239
25,0,6208,53,8,100,16,74,5000,3498574,575241
28,0,6212,53,8,96,16,74,5000,3493865,530434
30,0,6216,53,7,95,16,74,5000,3489939,485551
32,0,6220,53,6,95,16,74,5000,3486018,440723
34,0,6224,53,6,95,16,74,5000,3482358,398884
36,0,6228,52,5,104,16,74,5000,3471472,355221
39,0,6232,52,4,118,16,74,5000,3450346,315489
42,0,6236,52,4,136,16,74,5000,3419703,285897
45,0,6240,51,3,144,16,74,5000,3385725,261211
47,0,6244,51,3,155,16,74,5000,3347661,243462
49,0,6248,50,3,163,16,74,5000,3307497,231183
50,0,6252,49,3,164,16,74,5000,3267125,219607
52,0,6256,49,3,165,16,74,5000,3225978,219607
54,0,6260,48,3,167,16,74,5000,3185055,219607
57,0,6264,47,3,173,16,74,5000,3142773,219607
62,0,6268,47,3,174,16,74,5000,3101004,219607
63,0,6272,46,3,176,16,74,5000,3058509,219607
66,0,6276,46,3,179,16,74,5000,3015916,219607
68,0,6280,45,3,180,16,74,5000,2973917,219607
70,0,6284,44,3,182,16,74,5000,2931344,221093
72,0,6288,44,3,184,16,74,5000,2888849,224064
75,0,6292,43,3,187,16,74,5000,2846567,229255
77,0,6296,42,3,191,16,74,5000,2804751,237382
79,0,6300,42,3,193,16,74,5000,2763244,246964
81,0,6304,41,3,198,16,74,5000,2722730,260127
83,0,6308,40,4,202,16,74,5000,2683789,275860
85,0,6312,40,4,207,16,74,5000,2646367,294927
87,0,6316,39,4,210,16,74,5000,2610515,315626
90,0,6320,39,5,216,16,74,5000,2577023,339960
92,0,6324,38,5,220,16,74,5000,2545769,366185
94,0,6328,38,6,226,16,74,5000,2517428,395533
97,0,6332,38,6,232,16,74,5000,2492310,427683
98,0,6336,37,7,240,16,74,5000,2471611,463535
102,0,6340,37,7,248,16,74,5000,2456328,501363
106,0,6344,37,8,253,16,74,5000,2456328,541527
109,0,6348,37,8,262,16,74,5000,2450400,583712
111,0,6352,37,9,268,16,74,5000,2448935,625686
114,0,6356,37,10,280,16,74,5000,2456332,667638
118,0,6360,37,10,287,16,74,5000,2462822,688867
121,0,6364,37,10,296,16,74,5000,2474131,712055
124,0,6368,37,11,306,16,74,5000,2490353,734383
126,0,6372,38,11,314,16,74,5000,2506191,750783
128,0,6376,38,11,321,16,74,5000,2514584,757579
130,0,6380,38,11,321,16,74,5000,2514584,757579
132,0,6384,38,11,321,16,74,5000,2514584,757579
134,0,6388,38,11,321,16,74,5000,2514584,757579
137,0,6392,38,11,321,16,74,5000,2514584,757579
139,0,6396,38,11,321,16,74,5000,2514584,757579
142,0,6400,38,11,323,16,74,5000,2514584,757579
145,0,6404,38,11,343,16,74,5000,2513819,757346
149,0,6408,38,11,357,16,74,5000,2513819,757346
153,0,6412,38,11,3,16,74,5000,2514418,757315
157,0,6416,38,11,3,16,74,5000,2515017,757284
160,0,6420,38,11,3,16,74,5000,2522207,756908
165,0,6424,38,11,4,16,74,5000,2552732,754774
170,0,6428,39,11,4,16,74,5000,2579067,752933
173,0,6432,40,11,4,16,74,5000,2624012,749791
177,0,6436,40,11,4,16,73,5000,2658727,747364
179,0,6440,41,11,4,16,73,5000,2696434,744728
183,0,6444,41,11,4,16,73,5000,2710200,743766
187,0,6448,41,11,4,16,72,5400,2722170,742930
192,0,6452,41,11,6,16,72,5400,2736490,741425
195,0,6456,41,11,6,16,72,5400,2741263,740924
197,0,6460,41,11,6,16,71,5400,2744843,740548
199,0,6464,41,11,6,16,71,5400,2749019,740110
203,0,6468,42,11,6,16,71,5400,2758566,739107
206,0,6472,42,11,6,16,70,5500,2761549,738794
209,0,6476,42,11,6,16,70,5500,2767516,738167
211,0,6480,42,11,6,16,70,5500,2774079,737478
214,0,6484,42,11,6,16,69,5500,2790190,735785
216,0,6488,42,11,6,16,73,5500,2805107,734218
219,0,6492,43,11,359,16,73,5500,2839901,734824
221,0,6496,43,11,339,16,72,5500,2877430,749230
223,0,6500,44,11,319,16,72,5500,2893731,763400
226,0,6504,44,11,299,16,72,5500,2898094,771271
228,0,6508,44,11,286,16,72,5500,2896441,765504
231,0,6512,44,11,270,16,72,5500,2896441,743105
233,0,6516,44,11,265,16,72,5500,2897870,726768
235,0,6520,44,10,260,16,72,5500,2902801,698800
236,0,6524,44,10,258,16,72,5500,2906543,681194
239,0,6528,44,10,258,16,72,5500,2911116,659676
243,0,6532,44,9,258,14,72,5500,2913278,649504
245,0,6536,44,9,258,14,72,5500,2913278,649504
248,0,6540,44,10,258,14,72,5500,2903912,693573
249,0,6544,44,11,258,14,72,5500,2894557,737589
251,0,6548,44,11,258,14,72,5500,2885191,781658
254,0,6552,43,12,258,14,71,5600,2875825,825727
0,0,6556,43,13,258,14,71,5600,2866459,869796
3,0,6560,43,13,258,14,71,5600,2857093,913865
6,0,6564,43,14,258,14,70,5600,2847727,957934
8,0,6568,43,15,258,14,74,5600,2847727,1001363
11,0,6572,43,15,259,14,74,5600,2847727,1045589
16,0,6576,43,16,259,14,73,5600,2847727,1089815
18,0,6580,43,17,259,14,73,5600,2847727,1134041
21,0,6584,43,17,259,14,73,5600,2847727,1134041
24,0,6588,43,17,259,14,73,5600,2847727,1134041
27,0,6592,43,17,251,14,73,5600,2847727,1134041
30,0,6596,43,17,240,14,73,5600,2847727,1134041
33,0,6600,43,17,220,14,73,5600,2847727,1134041
36,0,6604,43,17,203,14,73,5600,2856195,1130447
37,0,6608,43,17,203,14,73,5600,2881232,1119820
39,0,6612,44,16,214,14,73,5600,2914393,1097453
42,0,6616,44,16,225,14,72,5600,2937019,1074827
44,0,6620,45,15,239,14,72,5600,2954117,1046370
48,2,6624,45,15,242,0,72,5600,2957121,1040720
